,Name,delay_p,mean,error
0,/Users/jinsuk/Downloads/train/train_data/42_0516_528_0_02726_02.wav,0.0,189.63861386138615,0.7098967538086046
1,/Users/jinsuk/Downloads/train/train_data/42_0604_962_0_03109_09.wav,0.0,204.93350383631713,0.6411431260875632
2,/Users/jinsuk/Downloads/train/train_data/42_0521_609_0_02064_06.wav,0.0,86.31111111111112,1.4579581643853963
3,/Users/jinsuk/Downloads/train/train_data/42_0602_661_0_02840_01.wav,0.0,109.5,1.0025343186771565
4,/Users/jinsuk/Downloads/train/train_data/43_0606_207_0_05868_04.wav,0.0,269.4066985645933,0.4963087308980027
5,/Users/jinsuk/Downloads/train/train_data/44_0603_450_0_05293_00.wav,0.0,257.19565217391306,0.42476127415542875
6,/Users/jinsuk/Downloads/train/train_data/41_0610_980_0_10328_05.wav,0.0,109.97674418604652,1.093026296785388
7,/Users/jinsuk/Downloads/train/train_data/42_0524_674_0_00403_01.wav,0.08148148148148149,246.24193548387098,0.5242925831063118
8,/Users/jinsuk/Downloads/train/train_data/41_0604_405_0_09783_07.wav,0.0,254.94298245614036,0.5236153926181941
9,/Users/jinsuk/Downloads/train/train_data/42_0601_899_0_01109_03.wav,0.0,209.4255319148936,0.688585609175985
10,/Users/jinsuk/Downloads/train/train_data/44_0606_476_0_04195_00.wav,0.0,59.013297872340424,1.792804395689154
11,/Users/jinsuk/Downloads/train/train_data/42_0519_307_0_02074_03.wav,0.0,66.35625,1.5690712273303655
12,/Users/jinsuk/Downloads/train/train_data/42_0606_430_0_00854_07.wav,0.0,112.69254658385093,1.0578384199768227
13,/Users/jinsuk/Downloads/train/train_data/41_0608_817_0_07595_07.wav,0.0,162.64367816091954,0.7295524316250888
14,/Users/jinsuk/Downloads/train/train_data/42_0601_536_0_01079_08.wav,0.0,68.72972972972973,1.279115170850451
15,/Users/jinsuk/Downloads/train/train_data/44_0609_319_0_04514_03.wav,0.0,144.0655737704918,0.9141605432009438
16,/Users/jinsuk/Downloads/train/train_data/42_0609_438_0_01380_03.wav,0.0,72.46198830409357,1.5310112795516528
17,/Users/jinsuk/Downloads/train/train_data/42_0605_210_0_02965_04.wav,0.0,206.32051282051282,0.7293498955976461
18,/Users/jinsuk/Downloads/train/train_data/41_0607_976_0_08094_00.wav,0.0,71.84651162790698,1.4773801833157607
19,/Users/jinsuk/Downloads/train/train_data/41_0606_526_0_07801_04.wav,0.0,297.514598540146,0.35663831898874127
20,/Users/jinsuk/Downloads/train/train_data/41_0527_469_0_09211_00.wav,0.0,242.37714285714284,0.556022239569396
21,/Users/jinsuk/Downloads/train/train_data/44_0601_395_0_04297_09.wav,0.0,139.60569105691056,0.9142385275859924
22,/Users/jinsuk/Downloads/train/train_data/42_0608_180_0_00683_05.wav,0.0,61.8875,1.4823834681017365
23,/Users/jinsuk/Downloads/train/train_data/41_0527_224_0_09205_00.wav,0.0,63.91747572815534,1.6859868970598375
24,/Users/jinsuk/Downloads/train/train_data/41_0519_691_0_08918_01.wav,0.0,90.03985507246377,1.4883968901158766
25,/Users/jinsuk/Downloads/train/train_data/41_0520_895_0_09258_03.wav,0.0,114.86238532110092,0.9517981135212152
26,/Users/jinsuk/Downloads/train/train_data/41_0517_772_0_08776_03.wav,0.2736318407960199,345.02054794520546,0.1382910433070946
27,/Users/jinsuk/Downloads/train/train_data/41_0519_273_0_08875_01.wav,0.0,252.68533333333335,0.5767279010343416
28,/Users/jinsuk/Downloads/train/train_data/44_0523_141_0_00353_08.wav,0.0,46.04022988505747,1.3342114971799641
29,/Users/jinsuk/Downloads/train/train_data/44_0526_863_0_04830_00.wav,0.0,198.81683168316832,0.7211831241466887
30,/Users/jinsuk/Downloads/train/train_data/41_0519_206_0_08926_00.wav,0.0,278.92753623188406,0.42765974521730526
31,/Users/jinsuk/Downloads/train/train_data/43_0512_113_0_05703_07.wav,0.06276150627615062,294.57589285714283,0.33917291669737093
32,/Users/jinsuk/Downloads/train/train_data/44_0526_290_0_02265_04.wav,0.050761421319796954,208.40106951871658,0.5253033301293093
33,/Users/jinsuk/Downloads/train/train_data/42_0530_144_0_01613_06.wav,0.0,68.27972027972028,1.6104924516750692
34,/Users/jinsuk/Downloads/train/train_data/41_0610_709_1_09975_01.wav,0.0,63.30960854092527,1.6261378339956776
35,/Users/jinsuk/Downloads/train/train_data/41_0527_770_0_09183_03.wav,0.0,194.54642857142858,0.7677889643387882
36,/Users/jinsuk/Downloads/train/train_data/43_0531_391_0_06185_02.wav,0.0,239.96946564885496,0.5325012734867961
37,/Users/jinsuk/Downloads/train/train_data/44_0601_436_0_04288_03.wav,0.0,200.02189781021897,0.697940185997558
38,/Users/jinsuk/Downloads/train/train_data/42_0522_446_0_00245_08.wav,0.0,274.0124223602484,0.4328005645939015
39,/Users/jinsuk/Downloads/train/train_data/44_0531_922_0_04586_07.wav,0.01532567049808429,212.96108949416342,0.5769428409177638
